URL,Redirect,Response Code,News Error,Detected,Category,Platform,Last crawled
/images/tumblr_button_160px.jpg/view,,404,,12/2/17,Not found,Desktop,12/13/17
/initiatives-partnerships/dmle-proposal,,404,,11/30/17,Not found,Desktop,12/2/17
/initiatives-partnerships/dmle-proposal/at_download/file,,404,,12/2/17,Not found,Desktop,12/4/17
/initiatives-partnerships/global-diglib,,404,,11/30/17,Not found,Desktop,12/2/17
/initiatives-partnerships/global-diglib/slider-images,,404,,12/2/17,Not found,Desktop,12/2/17
/pubs/issues/issues.html/issues91,,404,,12/7/17,Not found,Desktop,12/8/17
/pubs/issues/issues100,,404,,11/30/17,Not found,Desktop,12/2/17
/pubs/issues/issues100/issues100,,404,,12/2/17,Not found,Desktop,12/5/17
/pubs/issues/issues101,,404,,12/1/17,Not found,Desktop,12/4/17
/pubs/issues/issues101/ferraiolo-and-gallivan-2,,404,,12/1/17,Not found,Desktop,12/1/17
/pubs/issues/issues101/issues101,,404,,12/4/17,Not found,Desktop,12/4/17
/pubs/issues/issues102,,404,,12/1/17,Not found,Desktop,12/14/17
/pubs/issues/issues102/issues102,,404,,12/2/17,Not found,Desktop,12/4/17
/pubs/issues/issues103,,404,,12/1/17,Not found,Desktop,12/14/17
/pubs/issues/issues103/issues103,,404,,12/4/17,Not found,Desktop,12/4/17
/pubs/issues/issues104,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/issues/issues104/issues104,,404,,12/2/17,Not found,Desktop,12/2/17
/pubs/issues/issues105,,404,,12/1/17,Not found,Desktop,12/6/17
/pubs/issues/issues105/issues105,,404,,12/6/17,Not found,Desktop,12/9/17
/pubs/issues/issues106,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/issues/issues106/issues106,,404,,12/2/17,Not found,Desktop,12/2/17
/pubs/issues/issues107,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/issues/issues108/issues108,,404,,12/2/17,Not found,Desktop,12/4/17
/pubs/issues/issues109,,404,,12/1/17,Not found,Desktop,12/4/17
/pubs/issues/issues109/issues109,,404,,12/2/17,Not found,Desktop,12/5/17
/pubs/issues/issues110/issues110,,404,,12/2/17,Not found,Desktop,12/5/17
/pubs/issues/issues111,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/issues/issues111/issues111,,404,,12/2/17,Not found,Desktop,12/4/17
/pubs/issues/issues112,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/issues/issues113,,404,,12/1/17,Not found,Desktop,12/4/17
/pubs/issues/issues114,,404,,12/1/17,Not found,Desktop,12/5/17
/pubs/issues/issues114/issues114,,404,,12/2/17,Not found,Desktop,12/2/17
/pubs/issues/issues115,,404,,11/29/17,Not found,Desktop,12/1/17
/pubs/issues/issues116,,404,,12/1/17,Not found,Desktop,12/4/17
/pubs/issues/issues116/issues116,,404,,12/2/17,Not found,Desktop,12/4/17
/pubs/issues/issues117,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/issues/issues118,,404,,12/1/17,Not found,Desktop,12/10/17
/pubs/issues/issues118/issues118,,404,,12/4/17,Not found,Desktop,12/4/17
/pubs/issues/issues23.html/issues23,,404,,12/15/17,Not found,Smartphone,12/15/17
/pubs/issues/issues40.html/issues25,,404,,12/9/17,Not found,Smartphone,12/9/17
/pubs/issues/issues42.html/issues91,,404,,12/8/17,Not found,Desktop,12/8/17
/pubs/issues/issues63.html/issues91,,404,,12/3/17,Not found,Desktop,12/3/17
/pubs/issues/issues67.html/issues91,,404,,12/5/17,Not found,Desktop,12/5/17
/pubs/issues/issues71.html/issues91,,404,,12/3/17,Not found,Desktop,12/3/17
/pubs/issues/issues87,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/issues/issues88,,404,,12/2/17,Not found,Desktop,12/11/17
/pubs/issues/issues89,,404,,12/2/17,Not found,Desktop,12/11/17
/pubs/issues/issues90,,404,,12/1/17,Not found,Desktop,12/12/17
/pubs/issues/issues90/issues90,,404,,12/12/17,Not found,Desktop,12/15/17
/pubs/issues/issues90/issues91,,404,,12/5/17,Not found,Desktop,12/6/17
/pubs/issues/issues91,,404,,12/1/17,Not found,Desktop,12/4/17
/pubs/issues/issues91/,,404,,12/2/17,Not found,Desktop,12/4/17
/pubs/issues/issues92,,404,,11/30/17,Not found,Desktop,12/2/17
/pubs/issues/issues92/issues92/issues91,,404,,12/4/17,Not found,Desktop,12/4/17
/pubs/issues/issues93,,404,,11/28/17,Not found,Desktop,12/3/17
/pubs/issues/issues93/issues91,,404,,12/5/17,Not found,Desktop,12/5/17
/pubs/issues/issues94,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/issues/issues94/issues94,,404,,12/2/17,Not found,Desktop,12/5/17
/pubs/issues/issues95,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/issues/issues95/issues91,,404,,12/5/17,Not found,Desktop,12/5/17
/pubs/issues/issues96,,404,,12/5/17,Not found,Desktop,12/8/17
/pubs/issues/issues96/issues96,,404,,12/7/17,Not found,Desktop,12/7/17
/pubs/issues/issues97,,404,,12/1/17,Not found,Desktop,12/5/17
/pubs/issues/issues97/,,404,,12/2/17,Not found,Desktop,12/4/17
/pubs/issues/issues97/issues97,,404,,12/4/17,Not found,Desktop,12/5/17
/pubs/issues/issues98,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/issues/issues99,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/issues/issues99/issues99,,404,,12/2/17,Not found,Desktop,12/5/17
/pubs/press/mellgrant,,410,,12/3/17,Not found,Smartphone,12/3/17
/pubs/press/pub97_press,,410,,12/5/17,Not found,Smartphone,12/5/17
/pubs/resources/2003-sponsors-symposium/sympslides2003/Horrigan_files/editdata.mso/view,,404,,12/1/17,Not found,Desktop,12/1/17
/pubs/resources/2004-sponsors-symposium/sympslides2004/garlett.ppt,,404,,12/1/17,Not found,Desktop,12/4/17
/pubs/resources/2005-sponsors-symposium/apr05spon_agenda.htm,,404,,12/1/17,Not found,Desktop,12/1/17
/pubs/resources/2005-sponsors-symposium/sympslides2005/Griffiths.htm,,404,,12/2/17,Not found,Desktop,12/11/17
/pubs/resources/2005-sponsors-symposium/sympslides2005/RhindTutt.htm,,404,,12/1/17,Not found,Desktop,12/1/17
/pubs/resources/2005-sponsors-symposium/sympslides2005/Shulenburger.htm,,404,,12/2/17,Not found,Desktop,12/2/17
/pubs/resources/2005-sponsors-symposium/sympslides2005/Woods.htm,,404,,12/1/17,Not found,Desktop,12/1/17
